"PEILDATUM_LEERLINGEN";"PRIKDATUM_ADVIEZEN";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"VSO";"PRO";"VMBO_B";"VMBO_B_K";"VMBO_K";"VMBO_K_GT";"VMBO_GT";"VMBO_GT_HAVO";"HAVO";"HAVO_VWO";"VWO";"ADVIES_NIET_MOGELIJK"
"20221001";"20230501";"05DN";"00";"Maria School";"7679VG";"LANGEVEEN";"183";"Tubbergen";"Overijssel";"Bo";"Rooms-Katholiek";"50949";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"05DO";"00";"t bijenveld";"6578AR";"LEUTH";"1945";"Berg en Dal";"Gelderland";"Bo";"Rooms-Katholiek";"40814";"0";"0";"<5";"0";"0";"<5";"<5";"0";"<5";"<5";"5";"0"
"20221001";"20230501";"05DP";"00";"Basisschool Op Weg";"6576AW";"OOIJ";"1945";"Berg en Dal";"Gelderland";"Bo";"Rooms-Katholiek";"40814";"0";"<5";"<5";"<5";"<5";"0";"<5";"5";"<5";"<5";"11";"0"
"20221001";"20230501";"05DQ";"00";"RK Basisschool De Schelp";"9981JT";"UITHUIZEN";"1966";"Het Hogeland";"Groningen";"Bo";"Rooms-Katholiek";"45000";"0";"<5";"<5";"0";"6";"0";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"05DT";"00";"Basissch De Toermalijn";"1985HB";"DRIEHUIS NH";"453";"Velsen";"Noord-Holland";"Bo";"Rooms-Katholiek";"40257";"0";"0";"0";"0";"<5";"<5";"5";"<5";"5";"8";"10";"0"
"20221001";"20230501";"05DU";"00";"Basisschool de Parnassia";"2071BG";"SANTPOORT-NOORD";"453";"Velsen";"Noord-Holland";"Bo";"Rooms-Katholiek";"40257";"0";"0";"0";"<5";"5";"<5";"<5";"5";"8";"8";"5";"0"
"20221001";"20230501";"05DV";"00";"BS Kleur - Rijk";"5914PG";"VENLO";"983";"Venlo";"Limburg";"Bo";"Rooms-Katholiek";"41018";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"<5";"<5"
"20221001";"20230501";"05DW";"00";"Basisschool De Meent";"5809AJ";"LEUNEN";"984";"Venray";"Limburg";"Bo";"Rooms-Katholiek";"44397";"0";"0";"0";"<5";"<5";"<5";"6";"5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05DX";"00";"Bs de Disselboom";"5513AP";"WINTELRE";"770";"Eersel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"77338";"0";"0";"0";"<5";"<5";"<5";"5";"<5";"6";"<5";"<5";"0"
"20221001";"20230501";"05ED";"00";"RK Basissch H Lambertus";"5254JE";"HAARSTEEG";"797";"Heusden";"Noord-Brabant";"Bo";"Rooms-Katholiek";"78222";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"5";"7";"0";"0"
"20221001";"20230501";"05EF";"00";"RK Basisschool Martinus";"7391AN";"TWELLO";"285";"Voorst";"Gelderland";"Bo";"Rooms-Katholiek";"42616";"0";"0";"5";"0";"9";"<5";"10";"<5";"12";"5";"8";"0"
"20221001";"20230501";"05EG";"00";"RK Basissch D Kopermolen";"7382BP";"KLARENBEEK";"285";"Voorst";"Gelderland";"Bo";"Rooms-Katholiek";"42616";"0";"0";"<5";"<5";"0";"5";"<5";"<5";"5";"7";"<5";"0"
"20221001";"20230501";"05EH";"00";"RK Basissch De Drijfveer";"5582JJ";"WAALRE";"866";"Waalre";"Noord-Brabant";"Bo";"Rooms-Katholiek";"31384";"0";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"05EJ";"00";"Basisschool De Peddepoel";"5861CC";"WANSSUM";"984";"Venray";"Limburg";"Bo";"Rooms-Katholiek";"47920";"0";"0";"0";"<5";"<5";"<5";"5";"<5";"5";"0";"<5";"0"
"20221001";"20230501";"05EN";"00";"Basisschool De Veste";"5165TH";"WASPIK";"867";"Waalwijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"71008";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05EO";"00";"Sint Bonifacius-School";"2242JS";"WASSENAAR";"629";"Wassenaar";"Zuid-Holland";"Bo";"Rooms-Katholiek";"68329";"0";"0";"0";"0";"<5";"0";"<5";"5";"7";"<5";"8";"0"
"20221001";"20230501";"05EP";"00";"De Kerkewei";"7596KN";"ROSSUM OV";"1774";"Dinkelland";"Overijssel";"Bo";"Rooms-Katholiek";"75219";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05ER";"00";"IKC Laar";"6003NW";"WEERT";"988";"Weert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"0";"0";"0";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"0"
"20221001";"20230501";"05ES";"00";"Joannesschool";"6005SR";"WEERT";"988";"Weert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"0";"0";"0";"0";"<5";"0";"<5";"6";"<5";"<5";"<5";"0"
"20221001";"20230501";"05EV";"00";"Basisschool De Westwijzer";"1617KD";"WESTWOUD";"498";"Drechterland";"Noord-Holland";"Bo";"Rooms-Katholiek";"42755";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"5";"0"
"20221001";"20230501";"05EY";"00";"R.K. Daltonschool St Martinus";"8754BP";"MAKKUM FR";"1900";"SÂ·dwest-FryslÃn";"Friesland";"Bo";"Rooms-Katholiek";"41000";"0";"0";"0";"<5";"<5";"0";"<5";"0";"<5";"<5";"0";"0"
"20221001";"20230501";"05EZ";"00";"Op de 10 Bunder";"6321CP";"WIJLRE";"1729";"Gulpen-Wittem";"Limburg";"Bo";"Rooms-Katholiek";"42669";"0";"0";"<5";"0";"<5";"0";"5";"<5";"<5";"<5";"7";"0"
"20221001";"20230501";"05FA";"00";"k.b.s. De IJsselster";"8271EM";"IJSSELMUIDEN";"166";"Kampen";"Overijssel";"Bo";"Rooms-Katholiek";"40888";"0";"0";"<5";"0";"0";"0";"<5";"<5";"0";"0";"<5";"0"
"20221001";"20230501";"05FG";"00";"Basisschool Sint Jan";"5595GN";"LEENDE";"1658";"Heeze-Leende";"Noord-Brabant";"Bo";"Rooms-Katholiek";"31384";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"0";"5";"<5";"0"
"20221001";"20230501";"05FH";"00";"De Horizon";"4411AE";"RILLAND";"703";"Reimerswaal";"Zeeland";"Bo";"Interconfessioneel";"77533";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20221001";"20230501";"05FK";"00";"St Franciscus-School";"1971PE";"IJMUIDEN";"453";"Velsen";"Noord-Holland";"Bo";"Rooms-Katholiek";"40257";"0";"<5";"<5";"<5";"<5";"10";"7";"11";"12";"8";"15";"0"
"20221001";"20230501";"05FM";"00";"Basisschool De Brug";"1921CK";"AKERSLOOT";"383";"Castricum";"Noord-Holland";"Bo";"Rooms-Katholiek";"73919";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"8";"<5";"<5";"0"
"20221001";"20230501";"05FP";"00";"Brede School Omnibus";"1183KK";"AMSTELVEEN";"362";"Amstelveen";"Noord-Holland";"Bo";"Rooms-Katholiek";"40020";"0";"0";"5";"0";"5";"<5";"5";"0";"5";"<5";"<5";"0"
"20221001";"20230501";"05FR";"00";"Basissch Het Wespennest";"1025PZ";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Rooms-Katholiek";"41023";"0";"0";"0";"0";"0";"0";"<5";"<5";"6";"<5";"12";"0"
"20221001";"20230501";"05FS";"00";"RK Basissch H Koggeschip";"1067DE";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Rooms-Katholiek";"27770";"0";"<5";"9";"8";"<5";"0";"6";"8";"11";"9";"13";"0"
"20221001";"20230501";"05FU";"00";"BS De Bron";"6191EK";"BEEK LB";"888";"Beek";"Limburg";"Bo";"Rooms-Katholiek";"83280";"0";"0";"<5";"<5";"<5";"5";"<5";"5";"10";"6";"5";"0"
"20221001";"20230501";"05FV";"00";"Basisschool St Antonius";"4153BE";"BEESD";"1960";"West Betuwe";"Gelderland";"Bo";"Rooms-Katholiek";"41148";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"6";"0"
"20221001";"20230501";"05FX";"00";"De Fontein";"5854ES";"BERGEN L";"893";"Bergen (L.)";"Limburg";"Bo";"Rooms-Katholiek";"37663";"0";"0";"0";"<5";"<5";"6";"5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05FZ";"00";"Br!cks";"5684TT";"BEST";"753";"Best";"Noord-Brabant";"Bo";"Rooms-Katholiek";"26977";"0";"0";"0";"<5";"0";"<5";"<5";"0";"0";"<5";"<5";"0"
"20221001";"20230501";"05GC";"00";"RK Basissch De Schakel";"5871AW";"BROEKHUIZENVORST";"1507";"Horst aan de Maas";"Limburg";"Bo";"Rooms-Katholiek";"47920";"0";"0";"0";"0";"<5";"0";"<5";"0";"5";"0";"<5";"0"
"20221001";"20230501";"05GE";"00";"Basisschool St Andreas";"6024AB";"BUDEL-DORPLEIN";"1706";"Cranendonck";"Noord-Brabant";"Bo";"Rooms-Katholiek";"31384";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05GF";"00";"Camminghaschool";"3981GD";"BUNNIK";"312";"Bunnik";"Utrecht";"Bo";"Rooms-Katholiek";"43318";"0";"0";"0";"<5";"0";"0";"8";"6";"6";"8";"18";"0"
"20221001";"20230501";"05GH";"00";"De Vonk Basisschool";"3984MA";"ODIJK";"312";"Bunnik";"Utrecht";"Bo";"Rooms-Katholiek";"43318";"0";"0";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"05GJ";"00";"Vitusschool";"1404HS";"BUSSUM";"1942";"Gooise Meren";"Noord-Holland";"Bo";"Rooms-Katholiek";"53444";"0";"0";"8";"<5";"8";"5";"5";"<5";"6";"<5";"5";"0"
"20221001";"20230501";"05GK";"00";"Basissch De Waai";"5432HK";"CUIJK";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"0";"0";"0";"<5";"5";"6";"8";"<5";"9";"10";"18";"0"
"20221001";"20230501";"05GL";"00";"St Liboriusschool";"7091CV";"DINXPERLO";"197";"Aalten";"Gelderland";"Bo";"Rooms-Katholiek";"50129";"0";"0";"<5";"<5";"<5";"0";"<5";"0";"8";"0";"<5";"0"
"20221001";"20230501";"05GM";"00";"RK Basisschool Sint Jan";"5104CL";"DONGEN";"766";"Dongen";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40672";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"5";"<5";"<5";"0"
"20221001";"20230501";"05GP";"00";"RK Basissch Achterberg";"5104EG";"DONGEN";"766";"Dongen";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40672";"0";"0";"7";"<5";"<5";"<5";"5";"7";"6";"<5";"5";"<5"
"20221001";"20230501";"05GQ";"00";"RK Basissch Th J Rijken";"5154AL";"ELSHOUT";"797";"Heusden";"Noord-Brabant";"Bo";"Rooms-Katholiek";"78222";"0";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05GR";"00";"Basisschool St Alexander";"6721CP";"BENNEKOM";"228";"Ede";"Gelderland";"Bo";"Rooms-Katholiek";"31237";"0";"0";"0";"0";"0";"<5";"<5";"<5";"8";"<5";"10";"0"
"20221001";"20230501";"05GT";"00";"SSBO Burg vd Putt";"5664AC";"GELDROP";"1771";"Geldrop-Mierlo";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"40557";"0";"5";"17";"<5";"<5";"<5";"<5";"0";"<5";"0";"0";"0"
"20221001";"20230501";"05GU";"00";"RK Basisschool t Vyfblad";"5667AH";"GELDROP";"1771";"Geldrop-Mierlo";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40557";"0";"0";"<5";"<5";"<5";"8";"<5";"<5";"6";"5";"<5";"0"
"20221001";"20230501";"05GY";"00";"RK BS Bisschop Ernst";"4461LX";"GOES";"664";"Goes";"Zeeland";"Bo";"Rooms-Katholiek";"77533";"0";"0";"0";"<5";"<5";"6";"<5";"11";"8";"18";"13";"<5"
"20221001";"20230501";"05HA";"00";"KBS Mariëngaarde";"4204BL";"GORINCHEM";"512";"Gorinchem";"Zuid-Holland";"Bo";"Rooms-Katholiek";"41518";"<5";"<5";"<5";"<5";"<5";"0";"11";"6";"10";"6";"9";"0"
"20221001";"20230501";"05HC";"00";"John F Kennedy-School";"2591HB";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20281";"0";"0";"0";"<5";"0";"<5";"0";"6";"<5";"6";"5";"0"
"20221001";"20230501";"05HD";"00";"RK Basissch D Zuidwester";"2544ME";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Rooms-Katholiek";"40928";"0";"<5";"<5";"<5";"<5";"5";"0";"10";"8";"<5";"<5";"<5"
"20221001";"20230501";"05HF";"00";"Sint Andreasschool";"8051MZ";"HATTEM";"244";"Hattem";"Gelderland";"Bo";"Rooms-Katholiek";"40888";"0";"0";"0";"0";"<5";"0";"<5";"<5";"0";"<5";"<5";"0"
"20221001";"20230501";"05HH";"00";"Kindcentrum het Rinket";"1962BD";"HEEMSKERK";"396";"Heemskerk";"Noord-Holland";"Bo";"Rooms-Katholiek";"40712";"0";"0";"0";"5";"0";"8";"0";"<5";"0";"<5";"<5";"0"
"20221001";"20230501";"05HL";"00";"De Dolfijn";"8141BP";"HEINO";"177";"Raalte";"Overijssel";"Bo";"Rooms-Katholiek";"40894";"0";"0";"<5";"<5";"<5";"<5";"0";"11";"<5";"<5";"<5";"0"
"20221001";"20230501";"05HO";"00";"Basisschool Sint Joris";"6582BC";"HEUMEN";"252";"Heumen";"Gelderland";"Bo";"Rooms-Katholiek";"40814";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"5";"<5";"<5";"0"
"20221001";"20230501";"05HU";"00";"Dr Schaepman-School";"8265RG";"KAMPEN";"166";"Kampen";"Overijssel";"Bo";"Rooms-Katholiek";"40662";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"5";"0";"<5";"0"
"20221001";"20230501";"05HV";"00";"Basisschool De Schakel";"6466XN";"KERKRADE";"928";"Kerkrade";"Limburg";"Bo";"Rooms-Katholiek";"41516";"0";"0";"0";"5";"0";"6";"<5";"5";"6";"5";"<5";"0"
"20221001";"20230501";"05HW";"00";"Sint Joseph-School";"7136LN";"ZIEUWENT";"1586";"Oost Gelre";"Gelderland";"Bo";"Rooms-Katholiek";"42828";"0";"0";"0";"0";"0";"0";"<5";"0";"9";"<5";"<5";"0"
"20221001";"20230501";"05HZ";"00";"Basisschool De Klimop";"5455GK";"WILBERTOORD";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"0";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"0";"0"
"20221001";"20230501";"05IA";"00";"Basissch De Grote Lier";"6584BD";"MOLENHOEK LB";"944";"Mook en Middelaar";"Limburg";"Bo";"Rooms-Katholiek";"37663";"0";"0";"0";"<5";"<5";"0";"5";"10";"<5";"5";"5";"0"
"20221001";"20230501";"05IB";"00";"Sint Jozefschool";"1398AM";"MUIDEN";"1942";"Gooise Meren";"Noord-Holland";"Bo";"Rooms-Katholiek";"41023";"0";"0";"<5";"0";"<5";"0";"<5";"6";"<5";"<5";"12";"0"
"20221001";"20230501";"05ID";"00";"Montessorischool Noordwijk";"2201DN";"NOORDWIJK ZH";"575";"Noordwijk";"Zuid-Holland";"Bo";"Algemeen bijzonder";"40967";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"8";"9";"0"
"20221001";"20230501";"05IE";"00";"RK Basissch Brakkenstein";"6525SG";"NIJMEGEN";"268";"Nijmegen";"Gelderland";"Bo";"Rooms-Katholiek";"47100";"0";"0";"0";"<5";"<5";"<5";"10";"<5";"5";"5";"10";"0"
"20221001";"20230501";"05IF";"00";"RK BS de Caegh";"1713BM";"OBDAM";"1598";"Koggenland";"Noord-Holland";"Bo";"Rooms-Katholiek";"75375";"0";"0";"5";"<5";"6";"5";"9";"5";"<5";"<5";"6";"0"
"20221001";"20230501";"05IH";"00";"RK Jenaplansch De Kring";"2343SR";"OEGSTGEEST";"579";"Oegstgeest";"Zuid-Holland";"Bo";"Rooms-Katholiek";"75206";"0";"0";"0";"<5";"<5";"<5";"<5";"6";"11";"6";"19";"0"
"20221001";"20230501";"05IJ";"00";"rkbs De Achtsprong";"3256AH";"ACHTHUIZEN";"1924";"Goeree-Overflakkee";"Zuid-Holland";"Bo";"Rooms-Katholiek";"41782";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"05IK";"00";"Basisschool Pater Eymard";"5844AK";"STEVENSBEEK";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"0";"0";"0";"0";"<5";"0";"0";"<5";"<5";"0";"0";"0"
"20221001";"20230501";"05IL";"00";"BS De Zonnewijzer";"5843AG";"WESTERBEEK";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"<5";"0";"0"
"20221001";"20230501";"05IM";"00";"Daltonschool De Evenaar";"5346JH";"OSS";"828";"Oss";"Noord-Brabant";"Bo";"Rooms-Katholiek";"75388";"0";"0";"0";"0";"<5";"5";"5";"7";"9";"6";"12";"0"
"20221001";"20230501";"05IQ";"00";"RK BS Paus Johannes";"1834XN";"SINT PANCRAS";"1980";"Dijk en Waard";"Noord-Holland";"Bo";"Rooms-Katholiek";"41364";"0";"0";"0";"<5";"5";"<5";"<5";"<5";"6";"<5";"<5";"0"
"20221001";"20230501";"05IS";"00";"Josephschool";"2641AC";"PIJNACKER";"1926";"Pijnacker-Nootdorp";"Zuid-Holland";"Bo";"Rooms-Katholiek";"75531";"0";"<5";"<5";"0";"<5";"0";"<5";"<5";"<5";"5";"<5";"0"
"20221001";"20230501";"05IU";"00";"De Keijenberg";"6871JK";"RENKUM";"274";"Renkum";"Gelderland";"Bo";"Rooms-Katholiek";"31237";"0";"0";"<5";"<5";"<5";"<5";"<5";"6";"<5";"6";"12";"0"
"20221001";"20230501";"05IV";"00";"Bernulphus-School";"6861GR";"OOSTERBEEK";"274";"Renkum";"Gelderland";"Bo";"Samenwerking PC, RK";"41645";"0";"0";"0";"<5";"<5";"0";"8";"<5";"6";"7";"10";"0"
"20221001";"20230501";"05IW";"00";"Basissch St Mauritius";"6991BS";"RHEDEN";"275";"Rheden";"Gelderland";"Bo";"Rooms-Katholiek";"40812";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"05IX";"00";"Basisschool De Vlinder";"6952GA";"DIEREN";"275";"Rheden";"Gelderland";"Bo";"Rooms-Katholiek";"40812";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05IZ";"00";"De Troubadour Sch v Bo";"5242HR";"ROSMALEN";"796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Rooms-Katholiek";"74049";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"14";"8";"17";"0"
"20221001";"20230501";"05JA";"00";"Basisschool De Masten";"5248AT";"ROSMALEN";"796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Rooms-Katholiek";"74049";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"9";"0"
"20221001";"20230501";"05JC";"00";"St Stephanus Basissch";"3052AJ";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Rooms-Katholiek";"24597";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05JE";"00";"Basissch Den Omgang";"5374HT";"SCHAIJK";"1991";"Maashorst";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"6";"0"
"20221001";"20230501";"05JF";"00";"Basisschool Het Klimduin";"1873JA";"GROET";"373";"Bergen (NH.)";"Noord-Holland";"Bo";"Rooms-Katholiek";"73919";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05JG";"00";"De Touwladder";"5271CH";"SINT-MICHIELSGESTEL";"845";"Sint-Michielsgestel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40848";"0";"0";"<5";"<5";"<5";"<5";"8";"6";"9";"5";"14";"0"
"20221001";"20230501";"05JH";"00";"RK Basissch Sint Lukas";"9203SG";"DRACHTEN";"90";"Smallingerland";"Friesland";"Bo";"Rooms-Katholiek";"41000";"0";"0";"0";"<5";"0";"<5";"<5";"6";"10";"9";"17";"0"
"20221001";"20230501";"05JI";"00";"RK Basissch St Clemens";"8331HP";"STEENWIJK";"1708";"Steenwijkerland";"Overijssel";"Bo";"Rooms-Katholiek";"40888";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"0";"<5";"0";"0"
"20221001";"20230501";"05JK";"00";"Jozefschool";"1791AT";"DEN BURG";"448";"Texel";"Noord-Holland";"Bo";"Rooms-Katholiek";"55238";"0";"0";"<5";"0";"<5";"<5";"6";"0";"6";"<5";"6";"0"
"20221001";"20230501";"05JL";"00";"Basissch St Franciscus";"6446AK";"BRUNSSUM";"899";"Brunssum";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"0";"<5";"0";"<5";"<5";"<5";"5";"<5";"<5";"5";"0"
"20221001";"20230501";"05JM";"00";"Bosschool";"1861ED";"BERGEN NH";"373";"Bergen (NH.)";"Noord-Holland";"Bo";"Algemeen bijzonder";"40712";"0";"0";"<5";"0";"0";"0";"<5";"<5";"<5";"<5";"7";"0"
"20221001";"20230501";"05JN";"00";"Werkpl Kindergemeensch";"3723BA";"BILTHOVEN";"310";"De Bilt";"Utrecht";"Bo";"Algemeen bijzonder";"76740";"0";"0";"0";"0";"0";"0";"11";"9";"18";"12";"20";"0"
"20221001";"20230501";"05JO";"00";"RK Basisschool De Zon";"1424AM";"DE KWAKEL";"451";"Uithoorn";"Noord-Holland";"Bo";"Rooms-Katholiek";"40581";"0";"0";"<5";"<5";"<5";"<5";"5";"8";"6";"7";"16";"0"
"20221001";"20230501";"05JP";"00";"BS de Avonturijn";"6129BN";"URMOND";"971";"Stein";"Limburg";"Bo";"Rooms-Katholiek";"83280";"0";"0";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"05JQ";"00";"Jenaplanschool Cleophas";"3561JK";"UTRECHT";"344";"Utrecht";"Utrecht";"Bo";"Rooms-Katholiek";"77052";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"6";"6";"10";"0"
"20221001";"20230501";"05JR";"00";"Kathedrale Koorschool";"3512CA";"UTRECHT";"344";"Utrecht";"Utrecht";"Bo";"Rooms-Katholiek";"77091";"0";"0";"<5";"0";"0";"<5";"0";"0";"<5";"<5";"9";"0"
"20221001";"20230501";"05JT";"00";"SSBO De Zonnewijzer";"5552HP";"VALKENSWAARD";"858";"Valkenswaard";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"31384";"<5";"10";"9";"<5";"0";"<5";"<5";"0";"0";"0";"0";"0"
"20221001";"20230501";"05JU";"00";"Jozefschool";"1606BP";"VENHUIZEN";"498";"Drechterland";"Noord-Holland";"Bo";"Rooms-Katholiek";"28563";"0";"0";"<5";"<5";"6";"<5";"9";"<5";"8";"7";"7";"0"
"20221001";"20230501";"05JV";"00";"Cortemich Brede Sch Voerendaal";"6367CG";"VOERENDAAL";"986";"Voerendaal";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"<5";"<5";"<5";"7";"<5";"14";"10";"17";"6";"10";"0"
"20221001";"20230501";"05JW";"00";"RK Basissch St Martinus";"7383AB";"VOORST GEM VOORST";"285";"Voorst";"Gelderland";"Bo";"Rooms-Katholiek";"42616";"0";"0";"0";"0";"<5";"0";"<5";"0";"0";"5";"<5";"0"
"20221001";"20230501";"05JX";"00";"Basisschool De Buitenplaats";"2361GT";"WARMOND";"1525";"Teylingen";"Zuid-Holland";"Bo";"Algemeen bijzonder";"40967";"0";"0";"<5";"0";"<5";"<5";"5";"<5";"<5";"7";"14";"0"
"20221001";"20230501";"05JY";"00";"Basisschool Aan de Bron";"6004GC";"WEERT";"988";"Weert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"0";"<5";"<5";"0";"11";"<5";"12";"5";"<5";"<5";"5";"0"
"20221001";"20230501";"05JZ";"00";"Basisschool G Majella";"1693CZ";"WERVERSHOOF";"420";"Medemblik";"Noord-Holland";"Bo";"Rooms-Katholiek";"75375";"0";"0";"<5";"0";"0";"0";"<5";"<5";"5";"<5";"<5";"0"
"20221001";"20230501";"05KA";"00";"St Franciscus-School";"8471JX";"WOLVEGA";"98";"Weststellingwerf";"Friesland";"Bo";"Rooms-Katholiek";"41000";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"6";"<5";"5";"0"
"20221001";"20230501";"05KB";"00";"RK Basisschool St Vitus";"9671KA";"WINSCHOTEN";"1895";"Oldambt";"Groningen";"Bo";"Rooms-Katholiek";"45000";"0";"0";"7";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"0"
"20221001";"20230501";"05KH";"00";"RK Basissch St Martinus";"8325AE";"VOLLENHOVE";"1708";"Steenwijkerland";"Overijssel";"Bo";"Rooms-Katholiek";"40662";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"05KK";"00";"n Boaken";"7636RB";"AGELO";"1774";"Dinkelland";"Overijssel";"Bo";"Rooms-Katholiek";"75219";"0";"0";"0";"0";"<5";"0";"<5";"<5";"0";"0";"0";"0"
"20221001";"20230501";"05KL";"00";"Basisschool De Matrix";"5221GB";"'S-HERTOGENBOSCH";"796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Rooms-Katholiek";"74049";"<5";"<5";"<5";"<5";"<5";"<5";"6";"<5";"5";"<5";"<5";"0"
"20221001";"20230501";"05KP";"00";"BS Het Mozaïek";"6217XX";"MAASTRICHT";"935";"Maastricht";"Limburg";"Bo";"Rooms-Katholiek";"41373";"0";"0";"<5";"0";"<5";"0";"5";"<5";"0";"0";"<5";"0"
"20221001";"20230501";"05KQ";"00";"RK BS Het Kompas";"4624XE";"BERGEN OP ZOOM";"748";"Bergen op Zoom";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40517";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5"
"20221001";"20230501";"05KR";"00";"Basisschool De Dorendal";"6865EN";"DOORWERTH";"274";"Renkum";"Gelderland";"Bo";"Samenwerking PC, RK";"41645";"0";"0";"0";"0";"0";"5";"<5";"<5";"<5";"<5";"6";"0"
"20221001";"20230501";"05KT";"00";"Basissch De Gouden Emmer";"8141BP";"HEINO";"177";"Raalte";"Overijssel";"Bo";"Protestants-Christelijk";"40894";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"0"
